date,source,quantile,timeout,server,circlen,fp1,fp2,fpn,cw1,cw2,cwn,bt1,bt2,btn,start2req,req2fb
2020-05-12,op-nl2,0.8,1500,public,3,0B19BBFD,D8EA105E,DD53A8A1,67700,32700,63000,120,100,150,150,130
2020-05-12,op-nl2,0.8,1500,public,3,40CDE936,76BA3A3F,D5BE943D,84000,5120,45300,70,50,70,100,180
2020-05-12,op-nl2,0.8,1500,onion,3,5CFC4867,F7B024DB,AAC6AE4A,92400,32000,12000,140,80,90,2290,210
2020-05-12,op-nl2,0.8,1500,public,3,35513B1D,4FF53BC4,F98CE400,28000,36300,40000,110,60,100,100,90
2020-05-12,op-nl2,0.8,1500,onion,3,E9F71AC0,33D88F33,4011E1BB,11300,32200,20000,210,90,110,2500,260
2020-05-12,op-nl2,0.8,1500,onion,3,42B4F52C,4DB0490A,611C0EC8,120000,11500,36900,70,70,130,3490,270
2020-05-12,op-nl2,0.8,1500,onion,3,74B41DED,8737307D,F30D92CA,18800,21700,11600,220,110,150,4030,330
2020-05-12,op-nl2,0.8,1500,public,3,A751D8BE,D4A82E21,9973E1E9,37000,4970,88800,50,120,620,2800,570
2020-05-12,op-nl2,0.8,1500,onion,3,CDAF0B74,F3BBC088,4F95B731,110000,5500,2390,90,150,280,3650,1020
2020-05-12,op-nl2,0.8,1500,public,3,E81D56AE,309CD436,39F17EC1,41700,2700,64700,70,140,230,260,260
2020-05-12,op-nl2,0.8,1500,onion,3,36414078,CA95B358,B0A63BC3,14000,73800,20000,470,210,290,3350,350
2020-05-12,op-nl2,0.8,1500,onion,3,3CBC541F,C7D67C94,003BFA1B,12300,6020,35900,530,180,370,4030,780
2020-05-12,op-nl2,0.8,1500,public,3,CD10B52A,7E7D2577,F1A36F0D,23000,19300,36000,90,80,90,90,130
2020-05-12,op-nl2,0.8,1500,public,3,1C7215BC,5E8EAC4A,47C42E20,55000,16000,53200,200,180,270,310,300
2020-05-12,op-nl2,0.8,1500,onion,3,47125123,7FA3FA52,5499507,42900,90700,57600,80,60,70,8310,590
2020-05-12,op-nl2,0.8,1500,onion,3,EEDF0AF1,3D226A5C,C3E0E9EA,71800,20200,56400,40360,120,200,45200,300
2020-05-12,op-nl2,0.8,1500,public,3,CE47F035,18671DE5,C2A52F3C,19400,64000,44400,70,80,110,100,90
2020-05-12,op-nl2,0.8,1500,public,3,DC163DDE,4856C97D,8EF8766E,5520,84000,42000,110,60,240,760,80
2020-05-12,op-nl2,0.8,1500,onion,3,E81993EA,875F74A3,C9B34ABF,122000,60000,70600,130,80,140,2340,290
2020-05-12,op-nl2,0.8,1500,onion,3,40DD356E,EAA08844,929BB84A,23100,76600,24200,50,50,70,6800,220
2020-05-12,op-nl2,0.8,1500,onion,3,92695527,E3D61BAE,483364FD,32000,126000,31400,10,70,90,2300,180
2020-05-12,op-nl2,0.8,1500,onion,3,2AB9FFCC,968CB7DA,D9D05A8A,6160,57000,63000,70,80,70,3750,270
2020-05-12,op-nl2,0.8,1500,onion,3,9288B75B,A4CF6AC3,645C3F05,49000,93000,80600,70,40,80,2320,220
2020-05-12,op-nl2,0.8,1500,onion,3,52D5FB20,CD10B52A,76D2EBA8,55700,23000,61500,80,70,100,13410,240
2020-05-12,op-nl2,0.8,1500,public,3,13F7EAE7,C0E6A667,E64447A3,12000,14700,55300,500,130,220,210,180
2020-05-12,op-nl2,0.8,1500,public,3,18671DE5,900777F6,8B496F3E,64000,34000,41700,60,50,120,170,240
2020-05-12,op-nl2,0.8,1500,public,3,FC27B667,1CB6DB69,655E65B2,3890,92600,23500,140,50,80,130,100
2020-05-12,op-nl2,0.8,1500,onion,3,D7230F4F,91517F21,B3D56C1E,61500,111000,14000,750,80,610,7580,530
2020-05-12,op-nl2,0.8,1500,onion,3,E81993EA,9456BBB3,A44BD55F,121000,40000,42200,210,50,80,3690,440
2020-05-12,op-nl2,0.8,1500,public,3,B04EA2B4,327F5823,B63410CD,13000,58500,10100,150,150,150,170,220
2020-05-12,op-nl2,0.8,1500,onion,3,872B1876,E4A7CF32,5AD3FB65,29100,33500,30600,80,60,80,4230,560
2020-05-12,op-nl2,0.8,1500,public,3,24D0491A,C239952D,A14F9095,5000,45000,58000,170,90,120,140,120
2020-05-12,op-nl2,0.8,1500,onion,3,861BCFDD,4D70F05D,A2924E7E,70800,21000,31000,100,70,160,3900,280
2020-05-12,op-nl2,0.8,1500,onion,3,AA8B7237,5C4A1682,7E8597BB,33600,23700,67400,90,50,70,3570,510
2020-05-12,op-nl2,0.8,1500,onion,3,A96DA63E,0AA39F43,7F138EE1,14000,5000,17600,130,90,150,6440,450
2020-05-12,op-nl2,0.8,1500,onion,3,63540827,201A38EB,40CDE936,160000,30000,92000,20,40,110,3370,250
2020-05-12,op-nl2,0.8,1500,public,3,088A6237,E3D72E97,CDA2EA32,97600,65900,58000,90,50,70,110,100
2020-05-12,op-nl2,0.8,1500,onion,3,ED2338CA,B8805CBD,C9B34ABF,47700,22000,70500,40,70,50,4860,190
2020-05-12,op-nl2,0.8,1500,onion,3,2F26D432,82D544A7,8B7C64EC,21000,76300,10400,150,120,230,6250,390
2020-05-12,op-nl2,0.8,1500,onion,3,2D8AFA91,8A7742AD,DA4B488C,16000,9460,8680,60,60,130,4950,810
2020-05-12,op-nl2,0.8,1500,onion,3,C2B45199,7FF1A673,35513B1D,20900,13900,27900,50,50,80,4300,270
2020-05-12,op-nl2,0.8,1500,onion,3,844AE9CA,C2CCB6EA,D39F2CD9,30200,41600,5680,30,120,220,2860,350
2020-05-12,op-nl2,0.8,1500,onion,3,510176C0,9A5754CD,7A3E534C,11000,19000,200000,610,240,280,7470,440
2020-05-12,op-nl2,0.8,1500,onion,3,35513B1D,B4A96C08,E3653640,27900,97600,35000,100,120,120,10490,190
2020-05-12,op-nl2,0.8,1500,public,3,169535CC,CB1EC403,D729C688,59000,26100,51000,80,80,90,140,190
2020-05-12,op-nl2,0.8,1500,onion,3,1E03D81C,9E9BEC42,482A687F,74600,13600,17900,230,100,120,3600,530
2020-05-12,op-nl2,0.8,1500,onion,3,71539D19,0B856172,8CDF2F3A,33700,45300,9740,60,170,180,3250,490
2020-05-12,op-nl2,0.8,1500,onion,3,A751D8BE,F5F40195,E81993EA,37000,110000,121000,40,50,70,4070,250
2020-05-12,op-nl2,0.8,1500,onion,3,6ED3BE22,6940247E,B9F4367C,81200,41800,41400,70,50,80,6850,260
2020-05-12,op-nl2,0.8,1500,public,3,3BF3F004,6B999B26,9B816A5B,76500,31100,52100,90,50,90,120,120
2020-05-12,op-nl2,0.8,1500,onion,3,AB3227DB,22775B95,CE863C22,8000,104000,34300,760,390,410,4890,590
2020-05-12,op-nl2,0.8,1500,public,3,60275B52,4A72492B,CA37CD46,107000,4260,63600,90,170,90,100,90
2020-05-12,op-nl2,0.8,1500,onion,3,4FF53BC4,44DF28B1,4FC2B318,40800,43900,6200,80,70,120,4170,350
2020-05-12,op-nl2,0.8,1500,onion,3,C564B65B,DEF8C760,3547FAF7,14200,59000,9800,40,30,50,3550,450
2020-05-12,op-nl2,0.8,1500,onion,3,0B19BBFD,F9E32D40,0C0388BC,66000,23000,5840,110,60,150,3370,310
2020-05-12,op-nl2,0.8,1500,public,3,FF9FC6D1,BE873759,4876F431,34000,27000,51400,40,40,60,170,270
2020-05-12,op-nl2,0.8,1500,onion,3,3E53D397,A212DA5D,D24FB714,75000,2010,13000,50,60,70,3180,250
2020-05-12,op-nl2,0.8,1500,onion,3,38CC95A8,A44BD55F,903A2A79,36000,45600,25000,150,120,130,2870,440
2020-05-12,op-nl2,0.8,1500,onion,3,070229A4,CF6DD8F8,4011E1BB,36000,53700,18500,50,80,90,7950,250
2020-05-12,op-nl2,0.8,1500,onion,3,99339F3E,BF37445E,D5B81AEF,124000,9230,82200,70,120,70,3600,410
2020-05-12,op-nl2,0.8,1500,public,3,6FF440DF,9EB3FD84,A78E8601,82000,94900,25600,80,40,120,120,80
2020-05-12,op-nl2,0.8,1500,public,3,77A56CB2,47125123,B0430D21,63000,42800,200000,80,50,60,100,170
2020-05-12,op-nl2,0.8,1500,public,3,153F2572,FFA72BD6,1939CC1B,33200,56200,18900,80,70,150,170,140
2020-05-12,op-nl2,0.8,1500,public,3,BCD2F039,E00DFD54,CA37CD46,5910,79200,63600,150,380,200,140,310
2020-05-12,op-nl2,0.8,1500,onion,3,900777F6,D3AFE74B,968CB7DA,34800,4300,49000,70,70,170,2660,240
2020-05-12,op-nl2,0.8,1500,onion,3,31D95FA8,5D995EC9,38F21DEE,28600,18000,56000,140,100,110,4340,510
2020-05-12,op-nl2,0.8,1500,onion,3,77C7500C,A4CC3918,237AB829,11600,14000,65000,210,120,180,2850,360
2020-05-12,op-nl2,0.8,1500,public,3,3A752843,AA26B97B,25A3FD9D,4390,16000,9000,90,350,350,550,640
2020-05-12,op-nl2,0.8,1500,onion,3,BF29077D,CAC1EEB3,E3D61BAE,9020,18600,125000,60,40,80,5010,300
2020-05-12,op-nl2,0.8,1500,onion,3,99339F3E,2D8AFA91,F025EF03,124000,14700,10700,80,40,150,4010,430
2020-05-12,op-nl2,0.8,1500,onion,3,648E9771,590136C1,F3812518,31000,1960,110000,100,60,110,6000,440
2020-05-12,op-nl2,0.8,1500,public,3,FE1AF5E9,A99B0D9E,9910C6DE,92000,100000,50700,80,50,80,90,80
2020-05-12,op-nl2,0.8,1500,public,3,7185B69E,8B6B10A0,C6ED7D37,54000,25000,43400,110,70,120,130,120
2020-05-12,op-nl2,0.8,1500,public,3,E5CC91BA,043199D2,727AA0C6,81400,30000,130000,80,90,120,90,80
2020-05-12,op-nl2,0.8,1500,onion,3,462C4C97,79509683,40DD356E,4060,48900,23000,190,60,240,3050,300
2020-05-12,op-nl2,0.8,1500,onion,3,13557448,91517F21,8.2653E+047,117000,111000,8350,80,60,80,3210,260
2020-05-12,op-nl2,0.8,1500,public,3,9D9CE9DB,1DE443C3,260B86A0,53700,8800,2960,90,50,210,340,300
2020-05-12,op-nl2,0.8,1500,onion,3,672A56A5,D53AE170,8663544D,55700,34200,98000,120,70,100,2520,290
2020-05-12,op-nl2,0.8,1500,onion,3,3AF8390D,A857DA8F,F3ED101B,21600,15600,9590,600,60,170,4310,360
2020-05-12,op-nl2,0.8,1500,onion,3,CB56CBA8,B2F594A1,AB95C99A,13700,17900,3300,520,230,270,6820,670
2020-05-12,op-nl2,0.8,1500,onion,3,477EA84B,B09E23C2,8A7742AD,23100,7560,7820,230,100,140,3740,380
2020-05-12,op-nl2,0.8,1500,public,3,CA95B358,0B555940,77131D7E,74300,82000,82300,90,170,80,200,90
2020-05-12,op-nl2,0.8,1500,onion,3,7D41FED5,729AD659,FF154E02,9550,769,6360,190,180,310,4400,710
2020-05-12,op-nl2,0.8,1500,onion,3,7B7BE656,A99B0D9E,ED2338CA,11000,100000,44000,170,90,130,3190,250
2020-05-12,op-nl2,0.8,1500,onion,3,8DC832AB,99774357,47175EA5,11000,25000,29000,170,100,160,7790,280
2020-05-12,op-nl2,0.8,1500,onion,3,A7ABD214,E8BAE739,F2E7E8F3,2140,93700,86300,370,100,130,6530,300
2020-05-12,op-nl2,0.8,1500,onion,3,F0F13714,16BB0A28,F3F3F490,51100,5100,13400,130,210,370,5760,760
2020-05-12,op-nl2,0.8,1500,onion,3,F1E6676A,8101421B,645C3F05,6400,18800,90000,70,30,590,2990,350
2020-05-12,op-nl2,0.8,1500,onion,3,F9E32D40,DC9564AE,DC79C9D7,22600,92000,120000,30,120,100,4020,240
2020-05-12,op-nl2,0.8,1500,onion,3,993541AA,3C9DFAB1,E1302966,83600,21000,26600,70,40,90,2900,240
2020-05-12,op-nl2,0.8,1500,onion,3,13EE0E14,5820D7E2,DBE82FA2,19800,11000,113000,80,120,240,3310,410
2020-05-12,op-nl2,0.8,1500,onion,3,03C8B603,DA9E02BB,014E24C0,4490,16800,120000,120,70,90,2670,350
2020-05-12,op-nl2,0.8,1500,onion,3,E6C04728,6EF89764,63540827,120000,2890,139000,110,90,80,3560,410
2020-05-12,op-nl2,0.8,1500,onion,3,CBD00958,9EB3FD84,A4F11D69,56600,95900,60200,40,50,90,1820,180
2020-05-12,op-nl2,0.8,1500,public,3,5C8B8118,8FD3BAF5,63E094A5,25800,62000,11100,40,40,90,170,130
2020-05-12,op-nl2,0.8,1500,onion,3,00E1649E,2CE9BE1F,B3760F20,23700,100000,4620,580,60,210,2930,320
2020-05-12,op-nl2,0.8,1500,onion,3,F6740DEA,2BA2C8E9,7A3E534C,113000,37600,190000,90,50,270,3600,190
2020-05-12,op-nl2,0.8,1500,onion,3,9C900A7F,E809D990,53D4E770,43000,76500,45800,100,110,90,4430,440
2020-05-12,op-nl2,0.8,1500,public,3,EAA08844,098B3457,8CA16E87,77000,11000,3590,100,80,170,170,270
2020-05-12,op-nl2,0.8,1500,onion,3,0B19BBFD,5DC40F53,ACE29EC7,66000,6750,48800,200,90,140,4880,590
2020-05-12,op-nl2,0.8,1500,onion,3,F1886AA4,72B2B12A,50676399,58100,34000,27100,50,50,130,4170,270
2020-05-12,op-nl2,0.8,1500,onion,3,22775B95,128FC6D8,874D8438,99000,58600,100000,90,60,80,5000,350
2020-05-12,op-nl2,0.8,1500,onion,3,D56A98D3,AE17FAAF,D53AE170,88000,53000,34200,50,120,100,9370,540
2020-05-12,op-nl2,0.8,1500,public,3,ADD35A22,96787B12,46F90EF3,22300,4230,30000,140,90,130,140,250
2020-05-12,op-nl2,0.8,1500,onion,3,CCD879EE,C0CBBD17,391F0D05,22600,29500,7590,140,170,200,3580,400
2020-05-12,op-nl2,0.8,1500,onion,3,3F065BB0,79D11041,B204DE75,59000,36000,32000,80,50,130,2690,160
2020-05-12,op-nl2,0.8,1500,onion,3,672A56A5,8F890785,5997A030,56100,13500,5400,130,70,130,3450,290
2020-05-12,op-nl2,0.8,1500,onion,3,0964EEEF,B4A96C08,E809D990,22100,73900,76700,140,100,130,7060,290
2020-05-12,op-nl2,0.8,1500,public,3,D317C788,B47F9878,B0CD9F9B,9380,35600,14000,380,200,330,450,450
2020-05-12,op-nl2,0.8,1500,public,3,A08B3E65,9B5ED337,B21211A1,71000,20900,27000,100,60,130,90,100
2020-05-12,op-nl2,0.8,1500,public,3,ED3ACBBB,484F666C,67E8CA75,27300,10000,39400,120,90,210,250,230
2020-05-12,op-nl2,0.8,1500,onion,3,3.9379E+045,6E4B0D42,E8BAE739,20600,35200,94800,120,90,120,2970,280
2020-05-12,op-nl2,0.8,1500,onion,3,E17745C6,F2E7E8F3,CD5CF125,17000,87400,12200,80,50,90,7150,260
2020-05-12,op-nl2,0.8,1500,public,3,3239007C,62CF4982,9EF92A12,100000,20000,6610,70,50,200,330,310
2020-05-12,op-nl2,0.8,1500,onion,3,BF0FB582,A751D8BE,1B91B86B,147000,35000,22300,100,260,200,4730,460
2020-05-12,op-nl2,0.8,1500,onion,3,74312EF5,22E6FBDB,E3BE5236,13000,35000,3700,90,60,130,2390,330
2020-05-12,op-nl2,0.8,1500,public,3,CD9BFE30,3033FD18,A10C4F66,21300,38000,38300,200,70,120,150,150
2020-05-12,op-nl2,0.8,1500,public,3,477EA84B,8885EA6F,EEB8F755,23200,14300,28600,150,180,300,320,310
2020-05-12,op-nl2,0.8,1500,public,3,7A6EC43F,CA4E9DFE,AAF97B37,8850,57000,12800,60,30,610,810,850
2020-05-12,op-nl2,0.8,1500,public,3,FEDE3133,CFB16C58,2434F7E9,40100,2740,56000,100,70,80,100,90
2020-05-12,op-nl2,0.8,1500,public,3,79DEB4E0,3EEEB702,CEACA348,3900,39700,53000,150,70,120,120,110
2020-05-12,op-nl2,0.8,1500,public,3,900777F6,8E5F4EE4,5CCC3569,35200,53800,34700,210,170,140,180,190
2020-05-12,op-nl2,0.8,1500,onion,3,E81993EA,513753D2,E6C04728,120000,30800,120000,70,60,80,2540,210
2020-05-12,op-nl2,0.8,1500,onion,3,262DD26E,5DB9AE27,40CDE936,17000,120000,90700,130,70,150,3100,380
2020-05-12,op-nl2,0.8,1500,onion,3,3E13E2EB,56784608,FE1AF5E9,10000,16000,93100,200,100,140,5860,680
2020-05-12,op-nl2,0.8,1500,public,3,0512FE6B,C0DAAAE5,1862DD6B,44000,18900,21900,100,70,270,140,110
2020-05-12,op-nl2,0.8,1500,public,3,34F3D026,75FE5236,FDA70EC9,64000,31000,54800,80,70,110,140,120
2020-05-12,op-nl2,0.8,1500,public,3,F15A2A08,1AAC19D8,CECD117B,17000,48000,26300,170,90,150,110,210
2020-05-12,op-nl2,0.8,1500,onion,3,F3812518,B5506D8E,12CF6DB4,108000,57300,49000,60,60,140,3580,730
2020-05-12,op-nl2,0.8,1500,onion,3,4A59FD36,38DC7830,A0DFB312,20000,31000,40000,100,50,430,6830,650
2020-05-12,op-nl2,0.8,1500,onion,3,2096BCFE,43FDB913,AB687988,17200,7530,42900,120,100,180,2090,330
2020-05-12,op-nl2,0.8,1500,onion,3,6E33D410,DC79C9D7,1B358F12,61900,116000,33500,70,60,100,6560,340
2020-05-12,op-nl2,0.8,1500,public,3,FDAF57C0,380B9F15,7BFB908A,7130,24000,81900,140,60,140,180,170
2020-05-12,op-nl2,0.8,1500,public,3,73DCA564,A9EDB4EB,47A3D005,18500,6500,27000,520,200,260,270,300
2020-05-12,op-nl2,0.8,1500,public,3,237AB829,BD4C6475,008661B2,64000,83600,14000,130,150,210,260,260
2020-05-12,op-nl2,0.8,1500,onion,3,C8F402FD,A20CB241,91FBAE8A,17000,13700,2600,250,190,140,2900,340
2020-05-12,op-nl2,0.8,1500,onion,3,56781CCC,357754D6,A33573C9,34400,5300,3400,60,50,130,2550,410
2020-05-12,op-nl2,0.8,1500,public,3,4CD4DFFE,B70BD334,9971F51A,51000,52500,93500,50,40,140,100,110
2020-05-12,op-nl2,0.8,1500,onion,3,309CD436,34F3D026,09DEA9A6,2600,65000,7720,540,190,340,3810,570
2020-05-12,op-nl2,0.8,1500,public,3,477EA84B,13557448,5249C86D,25000,100000,69400,140,80,90,120,110
2020-05-12,op-nl2,0.8,1500,public,3,ED2BF11C,D29B31FD,AFF2FC5C,21200,4900,120000,120,170,230,240,230
2020-05-12,op-nl2,0.8,1500,onion,3,F2E7E8F3,F6740DEA,F9674F45,88000,96000,51000,90,50,80,2770,190
2020-05-12,op-nl2,0.8,1500,onion,3,F9A3542D,014E24C0,1E1A7C91,46800,116000,57500,30,40,100,3780,490
2020-05-12,op-nl2,0.8,1500,public,3,8657358D,96787B12,71CFDEB4,11600,4190,51600,90,70,310,140,110
2020-05-12,op-nl2,0.8,1500,onion,3,AAA03044,1FBEB001,79D11041,17100,770,32200,80,80,130,4320,300
2020-05-12,op-nl2,0.8,1500,onion,3,CF6A6080,CBB5AE37,8F8D793F,35000,25600,5140,80,30,110,2310,210
2020-05-12,op-nl2,0.8,1500,onion,3,A2CBEC70,72A88BA3,EAA82355,19100,19600,155000,20,40,70,2980,190
2020-05-12,op-nl2,0.8,1500,onion,3,E00DFD54,43C83536,C2FB346E,93000,110000,3430,80,40,280,3240,590
2020-05-12,op-nl2,0.8,1500,onion,3,DEA98B7F,3AAE5F52,7185B69E,21200,24000,56500,160,90,120,2220,200
2020-05-12,op-nl2,0.8,1500,onion,3,BC206665,504F23DC,69A128D5,5200,20100,56000,180,100,140,4070,260
2020-05-12,op-nl2,0.8,1500,onion,3,DAC825BB,9EB3FD84,BE9B12FA,21400,95600,94800,90,50,80,3160,210
2020-05-12,op-nl2,,,onion,null,,,,,,,,,,0,0
2020-05-12,op-nl2,0.8,1500,public,3,57F1B5F9,861BCFDD,5D84900D,11200,71400,66000,60,40,50,110,270
2020-05-12,op-nl2,0.8,1500,onion,3,735678A8,2F9AFDE4,CC09DFB0,8330,30000,25000,310,90,180,2540,220
2020-05-12,op-nl2,0.8,1500,onion,3,54371D64,A4CF6AC3,38F21DEE,18000,92000,59000,420,200,220,3140,420
2020-05-12,op-nl2,0.8,1500,onion,3,24F97F98,640C1D47,993541AA,54200,5690,75200,80,250,370,4090,720
2020-05-12,op-nl2,0.8,1500,public,3,C41ADE22,B143D439,53027786,15000,50500,68000,130,110,160,150,140
2020-05-12,op-nl2,0.8,1500,public,3,F966CC62,133F46E4,E8C8667C,23800,11000,68000,130,670,460,17380,720
2020-05-12,op-nl2,0.8,1500,public,3,FEDE3133,0E2EEC12,2649BB97,44800,46400,81300,100,120,160,170,170
2020-05-12,op-nl2,0.8,1500,onion,3,CD39C258,A09D20D8,309CD436,130000,11400,2700,80,40,140,4310,530
2020-05-12,op-nl2,0.8,1500,onion,3,026DD786,77B45629,614203,16600,51200,39100,550,220,270,8610,410
2020-05-12,op-nl2,0.8,1500,public,3,A99B0D9E,1D9BC44F,3BDF2241,100000,26000,60400,90,60,90,80,90
2020-05-12,op-nl2,0.8,1500,onion,3,E81993EA,CB6D9B6B,E3D61BAE,119000,20000,123000,190,50,90,2160,180
2020-05-12,op-nl2,0.8,1500,public,3,1B079E2E,16324C89,9C1559C4,62000,12000,35400,90,190,300,340,280
2020-05-12,op-nl2,0.8,1500,onion,3,304B631B,73DCA564,C013F6A7,20900,18400,23200,100,140,270,2630,450
2020-05-12,op-nl2,0.8,1500,onion,3,4DB0490A,9B2BC7EF,42B4F52C,11700,170000,110000,130,90,170,2990,420
2020-05-12,op-nl2,0.8,1500,public,3,FAA935B0,E6C04728,E321D011,21000,120000,28800,100,40,70,9640,210
2020-05-12,op-nl2,0.8,1500,public,3,6D4D5193,BF4114C3,405F35A1,10800,16800,23000,190,100,140,170,410
2020-05-15,op-nl2,0.8,1500,public,3,B25427A8,2352AF8F,B5CED683,108000,3080,28200,70,60,160,160,150
2020-05-15,op-nl2,0.8,1500,onion,3,A3AFBDEE,6E4B0D42,CF6DD8F8,83000,46000,43200,100,50,100,3280,350
2020-05-15,op-nl2,0.8,1500,public,3,7E8597BB,38E48C95,A0F06C2F,81100,33000,92000,120,50,60,90,80
2020-05-15,op-nl2,0.8,1500,public,3,35513B1D,66BD39FE,FAEC86A9,26700,76100,45000,130,70,110,120,120
2020-05-15,op-nl2,0.8,1500,onion,3,D8EA105E,5B0DBAC2,8DC832AB,29000,23000,8750,170,150,150,4320,290
2020-05-15,op-nl2,0.8,1500,onion,3,82ED9AEC,3EEEB702,6DFEB41C,112000,29100,59200,90,80,80,7230,190
2020-05-15,op-nl2,0.8,1500,onion,3,6B7ABD23,9423A72B,39F09696,38600,28500,8750,80,50,150,2940,320
2020-05-15,op-nl2,0.8,1500,public,3,FC05B1CF,2D531C17,9C5AFD49,18000,119000,20500,100,70,120,140,450
2020-05-15,op-nl2,0.8,1500,public,3,A50EDE9B,A6E0F950,CC4A3AE9,94000,56000,10300,70,40,190,320,300
2020-05-15,op-nl2,0.8,1500,onion,3,A99B0D9E,09092FF1,53412DCC,97800,11000,4590,100,120,220,4770,370
2020-05-15,op-nl2,0.8,1500,onion,3,24A17A4C,5CFC4867,E809D990,22600,74000,61600,80,80,120,5680,710
2020-05-15,op-nl2,0.8,1500,onion,3,2A621A40,42583537,095CC45B,20000,87800,160000,80,70,110,2320,390
2020-05-15,op-nl2,0.8,1500,public,3,4623A9EC,FF9FC6D1,9B94A776,18500,57700,57000,140,60,90,160,100
2020-05-15,op-nl2,0.8,1500,public,3,2F9AFDE4,AB95C99A,C0AEABA1,30400,3300,77400,40,60,70,90,70
2020-05-15,op-nl2,0.8,1500,onion,3,E409F30B,ACE29EC7,8ABC4D5F,24800,58300,70600,130,80,100,2810,250
2020-05-15,op-nl2,0.8,1500,public,3,1E1A7C91,866FB3E2,CD24E771,65800,1010,56000,110,140,280,280,280
2020-05-15,op-nl2,0.8,1500,public,3,1E1A7C91,3D9CE803,EDC4243F,65800,47900,49600,100,60,90,100,100
2020-05-15,op-nl2,0.8,1500,onion,3,945AA2F6,BFFA0674,5DB9AE27,15000,24000,103000,120,100,190,3550,330
2020-05-15,op-nl2,0.8,1500,public,3,2A621A40,C63110BD,49860368,20000,110000,46400,70,40,80,70,70
2020-05-15,op-nl2,0.8,1500,onion,3,221546DA,861BCFDD,8CC20931,93000,88000,4540,60,50,110,2810,360
2020-05-15,op-nl2,0.8,1500,public,3,79D11041,724E86E7,47A3D005,35200,85900,43100,50,60,70,340,170
2020-05-15,op-nl2,0.8,1500,onion,3,5AD3FB65,500FE4D6,704D638C,37000,106000,49700,140,90,110,4570,220
2020-05-15,op-nl2,0.8,1500,onion,3,E9F71AC0,1270E3CF,929BB84A,13800,2770,43000,200,100,180,2930,280
2020-05-15,op-nl2,0.8,1500,onion,3,F9E32D40,6DFEB41C,221546DA,22000,58200,96200,120,30,60,3230,250
2020-05-15,op-nl2,0.8,1500,onion,3,CA4E9DFE,BE873759,1CD48F4E,58000,36000,104000,70,30,80,2060,370
2020-05-15,op-nl2,0.8,1500,public,3,BF0FB582,31D270A3,E2066052,144000,34300,77500,90,70,100,120,110
2020-05-15,op-nl2,0.8,1500,onion,3,9738F8F5,3A27CC41,6F901069,67700,25000,1830,70,60,110,2840,320
2020-05-15,op-nl2,0.8,1500,onion,3,A56A0120,4011E1BB,DB5A1001,23000,15600,28400,190,110,110,2360,230
2020-05-15,op-nl2,0.8,1500,public,3,58F3E295,3CBC541F,48BE372C,78500,7900,61000,120,170,290,310,300
2020-05-15,op-nl2,0.8,1500,onion,3,1D361A2F,D7230F4F,D210BF09,30000,60200,7110,210,60,160,20070,400
2020-05-15,op-nl2,0.8,1500,onion,3,42B4F52C,FD7ED9F4,0E2EEC12,110000,24000,45000,60,50,550,4520,350
2020-05-15,op-nl2,0.8,1500,onion,3,E14B30A8,7EB91FDB,BF2E2EC1,20500,17800,2770,110,50,90,4240,470
2020-05-15,op-nl2,0.8,1500,onion,3,13557448,F741E512,DA84D417,111000,35300,11000,260,310,210,4270,340
2020-05-15,op-nl2,0.8,1500,onion,3,CE1FD765,2BAF092E,708A968F,10200,21500,130000,160,70,150,2500,320
2020-05-15,op-nl2,0.8,1500,public,3,E3D61BAE,44DF28B1,6.804E+066,110000,45000,51700,70,60,70,110,90
2020-05-15,op-nl2,0.8,1500,public,3,56781CCC,475B34D7,456F6E49,34000,11500,23500,100,130,250,250,250
2020-05-15,op-nl2,0.8,1500,public,3,8EB722FA,890530C5,E4B04C7D,60000,15900,49400,70,20,320,680,350
2020-05-15,op-nl2,0.8,1500,onion,3,1C7215BC,568DC66F,8BE79CE3,44000,68000,84000,150,70,80,2390,430
2020-05-15,op-nl2,,,public,null,,,,,,,,,,150,230
2020-05-15,op-nl2,0.8,1500,public,3,A016192D,AC5FAC94,BF14EC4E,68000,26000,6190,70,60,170,250,260
2020-05-15,op-nl2,0.8,1500,onion,3,18EA6AFA,D1F2C5C8,1C0736CF,19000,33000,92100,140,70,90,2060,210
2020-05-15,op-nl2,0.8,1500,onion,3,74AC10CA,1079E628,014BD096,22400,82500,18100,250,60,250,3770,510
2020-05-15,op-nl2,0.8,1500,onion,3,0EB07340,37DDF190,A597AC86,14000,17900,88000,80,50,80,1890,240
2020-05-15,op-nl2,0.8,1500,onion,3,64E257D9,ACE29EC7,1CB6DB69,111000,52000,91000,100,40,70,3900,230
2020-05-15,op-nl2,0.8,1500,public,3,50676399,2F69F8C4,9661AC95,28400,85900,52100,290,110,140,160,190
2020-05-15,op-nl2,0.8,1500,onion,3,E3D61BAE,BA49BCB0,708A968F,120000,9300,130000,70,70,150,2540,260
2020-05-15,op-nl2,0.8,1500,public,3,767E444E,C013F6A7,537E4F22,28000,39600,50000,180,80,100,150,140
2020-05-15,op-nl2,0.8,1500,onion,3,D8733048,C0DAAAE5,1B9FACF2,1730,14000,17400,160,80,210,3120,410
2020-05-15,op-nl2,0.8,1500,onion,3,043199D2,C22BA9ED,EBE718E1,24500,22600,64200,60,60,80,1780,240
